"NilaiMatW","NilaiMatM","NilaiFis","NilaiKim","NilaiBio","NilaiInd","NilaiIng","Status"
"87","94","79","91","85","84","82","1"
"92","94","100","80","99","85","99","1"
"80","78","93","91","96","94","76","1"
"93","83","91","78","81","88","79","1"
"81","85","86","94","88","83","94","1"
"78","95","85","90","83","100","95","1"
"98","79","84","96","92","90","100","1"
"77","95","94","96","79","86","91","1"
"84","98","88","90","86","93","84","1"
"81","87","99","76","90","89","80","1"
"98","80","91","87","80","87","90","1"
"93","77","83","92","82","77","99","1"
"85","91","95","94","86","88","81","1"
"99","82","80","82","79","83","90","1"
"81","80","86","92","87","77","95","1"
"90","78","91","98","99","94","84","1"
"97","81","93","85","96","99","99","1"
"99","86","76","89","82","84","85","1"
"84","96","93","89","95","87","88","1"
"89","82","100","94","81","76","82","1"
"100","92","80","97","99","95","87","1"
"82","82","77","96","96","99","97","1"
"92","85","76","80","90","84","92","1"
"81","90","100","89","91","89","86","1"
"95","82","89","91","78","78","90","1"
"98","97","83","78","90","85","100","1"
"87","87","81","87","98","93","91","1"
"80","93","97","89","99","81","82","1"
"79","100","98","90","98","76","85","1"
"94","84","86","84","88","77","98","1"
"87","94","83","81","77","84","87","0"
"85","88","98","93","100","78","84","1"
"92","86","78","95","92","89","80","1"
"77","95","81","86","85","88","97","1"
"91","84","99","100","95","91","86","1"
"96","82","93","93","76","80","100","1"
"90","80","90","77","76","99","84","0"
"96","99","91","78","81","84","82","1"
"93","95","91","98","90","90","95","1"
"78","80","99","98","80","85","87","1"
"79","76","91","92","95","91","85","1"
"76","76","97","89","78","93","97","1"
"100","98","92","100","79","85","99","1"
"92","88","81","84","86","96","79","1"
"99","99","94","92","96","82","99","1"
"76","90","87","93","100","86","77","1"
"89","78","78","96","90","78","77","0"
"95","77","76","86","100","93","77","1"
"87","97","97","98","77","79","87","1"
"88","95","93","94","100","78","78","1"
"80","100","82","89","76","81","80","0"
"83","81","98","85","82","79","84","0"
"83","93","85","79","95","88","76","1"
"93","88","95","99","96","76","90","1"
"76","99","99","95","92","93","87","1"
"95","86","84","83","97","85","98","1"
"94","82","95","81","84","85","91","1"
"77","95","89","88","87","84","93","1"
"79","96","79","78","78","98","98","1"
"100","93","89","79","78","80","86","1"
"91","91","97","98","82","98","96","1"
"86","100","91","94","97","81","80","1"
"85","90","91","94","79","99","93","1"
"99","91","76","79","79","89","93","1"
"84","81","84","97","82","91","100","1"
"89","85","81","92","93","94","78","1"
"85","83","81","79","84","78","84","0"
"80","100","87","78","91","93","98","1"
"79","91","99","77","80","79","91","1"
"100","92","89","94","77","90","98","1"
"94","97","97","83","88","82","85","1"
"95","81","91","96","79","78","79","1"
"100","97","98","91","89","87","91","1"
"90","78","76","98","81","79","80","0"
"86","89","97","89","76","95","82","1"
"100","79","89","99","88","100","77","1"
"81","85","83","76","91","78","100","0"
"96","93","77","98","95","99","76","1"
"79","99","87","98","83","91","91","1"
"96","83","91","82","97","83","90","1"
"95","85","77","96","83","89","91","1"
"98","94","90","82","77","98","88","1"
"79","95","92","91","94","92","97","1"
"81","99","82","92","94","99","83","1"
"76","87","94","91","81","91","98","1"
"76","85","98","97","86","80","84","1"
"92","90","100","79","98","85","83","1"
"77","87","80","98","85","80","82","0"
"94","82","82","89","99","81","93","1"
"93","76","94","88","81","94","80","1"
"80","87","82","84","91","92","78","0"
"92","76","91","96","77","98","93","1"
"76","89","78","87","82","93","76","0"
"95","88","90","88","83","84","98","1"
"80","91","94","85","93","94","84","1"
"81","85","80","96","80","77","80","0"
"78","98","87","93","88","91","93","1"
"85","82","90","76","78","91","78","0"
"95","77","89","83","90","90","95","1"
"96","100","93","77","84","85","85","1"
"92","100","89","82","83","78","88","1"
"95","81","88","83","93","86","86","1"
"87","84","93","98","91","94","79","1"
"100","76","88","99","79","96","93","1"
"89","86","86","93","96","84","90","1"
"83","95","97","79","97","80","89","1"
"92","86","80","83","82","97","95","1"
"87","100","84","99","90","93","82","1"
"76","99","95","88","88","86","82","1"
"89","91","77","98","94","94","77","1"
"76","88","90","84","89","89","84","1"
"95","97","94","90","78","77","93","1"
"79","88","81","77","88","78","99","0"
"91","80","85","86","94","90","84","1"
"95","84","85","93","96","77","84","1"
"76","79","92","89","86","86","95","1"
"92","88","91","76","91","78","91","1"
"96","94","85","93","83","87","82","1"
"86","86","91","83","88","76","81","1"
"98","85","78","98","93","97","88","1"
"83","93","94","84","97","85","84","1"
"82","81","88","83","87","100","94","1"
"99","98","89","95","82","92","100","1"
"76","90","100","79","98","99","79","1"
"97","81","96","94","94","96","80","1"
"86","88","96","100","85","91","78","1"
"97","93","84","98","98","81","89","1"
"77","84","78","95","84","100","81","0"
"79","92","90","93","85","82","87","1"
"93","94","77","82","81","88","87","1"
"87","80","96","86","80","88","96","1"
"87","80","90","83","96","98","99","1"
"99","80","93","89","94","89","78","1"
"94","97","88","86","100","81","94","1"
"91","88","82","84","77","89","96","1"
"92","97","87","82","87","91","86","1"
"96","94","88","83","100","79","95","1"
"84","99","93","89","97","85","90","1"
"82","93","91","83","80","86","87","1"
"96","80","97","96","94","96","86","1"
"81","89","77","88","84","100","98","1"
"100","85","88","93","98","84","99","1"
"79","92","98","79","76","81","76","0"
"91","91","83","81","96","78","92","1"
"84","81","89","100","93","99","91","1"
"91","89","91","98","94","80","89","1"
"97","79","85","95","89","92","86","1"
"91","98","77","99","90","100","82","1"
"88","94","86","91","87","83","91","1"
"86","96","93","91","84","88","94","1"
"98","95","85","98","83","98","94","1"
"95","76","83","78","96","90","84","1"
"87","78","77","77","89","76","80","0"
"77","83","79","81","94","85","90","0"
"98","93","83","80","79","83","87","1"
"81","97","91","77","90","84","89","1"
"83","88","76","96","98","80","98","1"
"96","94","80","89","89","91","96","1"
"95","86","85","98","85","96","98","1"
"87","90","83","95","90","80","79","1"
"83","80","89","85","99","99","77","1"
"99","90","87","91","92","90","82","1"
"93","79","92","95","98","78","79","1"
"97","98","94","92","92","100","96","1"
"96","99","88","83","91","90","92","1"
"86","76","89","90","93","82","79","1"
"79","90","77","84","80","82","99","0"
"96","87","96","84","82","93","79","1"
"91","95","85","88","96","77","81","1"
"77","94","79","79","96","97","97","1"
"78","92","99","89","79","84","81","1"
"86","92","90","83","89","85","89","1"
"81","95","96","99","90","80","82","1"
"99","79","83","77","94","96","87","1"
"80","82","82","76","93","80","80","0"
"80","78","89","84","83","90","90","0"
"97","98","84","83","98","87","89","1"
"98","92","83","99","98","96","98","1"
"86","94","85","83","97","97","76","1"
"82","93","91","77","77","93","97","1"
"90","86","97","91","98","79","85","1"
"86","88","93","85","89","96","84","1"
"85","92","87","88","100","88","85","1"
"99","96","85","77","92","96","78","1"
"90","91","89","93","96","88","89","1"
"92","86","90","76","95","82","81","1"
"97","82","81","78","94","90","80","1"
"83","95","94","80","100","81","79","1"
"85","88","87","94","88","94","80","1"
"94","96","78","88","83","91","84","1"
"90","93","77","100","83","95","83","1"
"76","96","78","98","85","80","92","1"
"84","84","83","92","83","91","86","1"
"92","96","88","76","78","81","98","1"
"99","98","91","76","100","77","93","1"
"83","94","100","96","78","76","79","1"
"99","100","97","96","79","93","85","1"
"82","100","82","84","78","81","80","0"
"81","95","83","91","85","97","87","1"
"84","82","97","90","93","80","96","1"
"98","84","99","79","93","77","100","1"
"95","94","83","77","88","82","93","1"
"87","86","85","92","94","97","77","1"
"78","76","93","80","77","87","84","0"
"82","94","80","98","95","87","97","1"
"96","97","97","81","92","80","94","1"
"90","86","96","86","100","88","90","1"
"93","87","80","79","83","80","83","0"
"89","91","79","95","92","100","100","1"
"84","91","99","96","90","98","90","1"
"95","76","85","100","90","100","96","1"
"78","78","99","90","77","100","82","1"
"78","85","95","87","85","84","99","1"
"82","99","88","96","78","77","81","1"
"89","82","84","96","91","76","84","1"
"100","92","77","81","99","87","89","1"
"97","78","96","100","76","87","94","1"
"84","97","86","96","80","96","96","1"
"90","79","77","98","80","85","82","0"
"76","98","99","84","76","96","92","1"
"98","82","85","91","95","91","81","1"
"85","96","76","91","95","79","92","1"
"84","98","85","93","98","87","85","1"
"93","98","83","82","89","92","80","1"
"90","93","81","77","83","97","85","1"
"79","99","88","100","94","85","76","1"
"77","76","94","82","87","94","98","1"
"91","80","88","91","95","79","87","1"
"90","77","93","96","90","76","90","1"
"85","95","84","89","84","98","94","1"
"94","83","100","96","95","92","84","1"
"84","81","83","94","92","91","93","1"
"100","93","94","99","88","79","81","1"
"77","94","99","80","78","89","93","1"
"88","98","98","83","97","97","81","1"
"81","98","80","87","94","98","96","1"
"96","78","97","92","100","86","85","1"
"78","84","88","76","100","85","76","0"
"89","85","95","100","98","79","77","1"
"84","89","97","80","79","89","96","1"
"94","79","84","99","83","82","85","1"
"96","91","94","86","94","94","77","1"
"100","94","78","84","95","78","89","1"
"97","82","85","85","77","96","84","1"
"80","85","81","95","83","86","95","1"
"94","96","97","88","87","83","76","1"
"88","81","78","94","78","84","98","1"
"78","90","85","77","77","82","82","0"
"94","93","91","76","83","80","86","1"
"88","92","84","80","76","99","95","1"
"84","79","84","76","93","89","98","1"
"97","84","90","97","100","91","89","1"
"76","89","91","89","81","80","91","1"
"94","76","89","92","76","82","77","0"
"91","91","96","81","90","86","90","1"
"86","77","97","99","87","85","78","1"
"95","99","78","81","80","92","95","1"
"83","93","82","99","95","100","82","1"
"99","98","82","78","77","89","90","1"
"94","83","94","95","91","93","98","1"
"87","77","77","80","84","97","100","0"
"79","94","98","96","76","83","87","1"
"76","81","87","76","97","99","91","1"
"98","78","86","97","100","99","88","1"
"88","91","82","97","89","91","91","1"
"78","99","81","81","85","95","78","1"
"79","98","91","87","91","81","80","1"
"87","77","78","93","83","98","97","1"
"94","86","93","80","100","100","90","1"
"93","77","78","87","77","97","78","0"
"96","79","87","84","76","77","96","0"
"78","89","85","86","76","78","87","0"
"97","97","77","98","76","90","93","1"
"87","92","77","98","83","99","86","1"
"92","78","88","97","96","96","99","1"
"96","88","94","89","77","86","78","1"
"88","79","79","98","77","93","84","1"
"85","95","90","97","91","98","90","1"
"94","83","97","82","88","98","86","1"
"88","78","76","94","94","97","79","1"
"91","79","91","91","85","80","97","1"
"93","90","78","92","76","95","89","1"
"90","96","90","78","94","94","98","1"
"77","99","86","88","83","82","84","1"
"90","97","93","94","85","98","93","1"
"100","97","94","79","82","79","77","1"
"87","78","99","91","85","96","91","1"
"80","80","76","83","100","86","85","0"
"76","79","93","86","81","80","87","0"
"77","94","87","80","92","90","98","1"
"100","86","94","99","80","84","88","1"
"98","90","97","76","76","93","88","1"
"93","81","79","92","92","91","83","1"
"85","93","95","94","97","77","86","1"
"94","78","85","79","100","81","86","1"
"79","86","99","92","96","86","88","1"
"86","80","85","85","81","94","84","0"
"85","96","100","80","93","95","97","1"
"88","86","83","89","76","96","95","1"
"81","97","90","91","100","91","81","1"
"77","83","94","79","78","81","87","0"
"94","97","78","88","92","93","83","1"
"87","82","85","85","98","84","93","1"
"94","85","90","90","84","90","76","1"
"98","80","91","77","92","96","98","1"
"77","93","78","81","83","90","84","0"
"91","92","84","95","76","91","96","1"
"89","80","95","77","95","95","86","1"
"99","94","91","78","84","85","78","1"
"87","97","100","94","99","87","94","1"
"100","86","95","77","96","77","85","1"
"81","80","80","79","97","93","86","0"
"92","84","78","78","98","95","79","1"
"90","78","78","89","78","85","95","0"
"78","80","96","85","89","85","99","1"
"80","88","85","76","77","99","94","0"
"86","85","89","100","88","97","95","1"
"89","85","99","94","99","97","88","1"
"82","83","84","94","83","78","82","0"
"76","97","92","86","78","85","79","1"
"77","93","93","99","88","89","96","1"
"98","87","76","92","91","77","90","1"
"94","89","96","89","88","91","97","1"
"78","88","100","90","91","83","79","1"
"92","85","88","92","95","83","91","1"
"93","87","98","81","81","78","94","1"
"95","85","85","83","90","99","93","1"
"95","93","95","76","93","80","92","1"
"90","99","96","91","87","76","76","1"
"78","85","81","96","93","100","98","1"
"98","79","95","99","87","86","76","1"
"87","97","92","91","79","84","96","1"
"80","95","84","77","86","79","86","0"
"78","89","94","87","80","83","100","1"
"90","94","83","83","99","89","76","1"
"90","91","98","98","98","91","77","1"
"76","99","96","80","78","76","85","0"
"76","85","96","85","95","76","76","0"
"76","88","81","100","94","97","96","1"
"82","99","81","89","100","82","86","1"
"84","84","94","87","84","79","81","1"
"78","99","85","92","78","89","80","1"
"96","90","83","88","80","100","79","1"
"77","97","94","92","76","84","100","1"
"83","82","91","97","100","99","100","1"
"96","84","82","88","78","97","90","1"
"80","88","90","89","100","99","81","1"
"90","76","86","85","85","89","93","1"
"78","100","83","95","84","82","88","1"
"81","87","80","79","77","98","78","0"
"82","99","86","82","95","79","100","1"
"79","88","91","100","79","83","81","1"
"95","78","96","77","82","87","91","1"
"88","90","98","78","84","84","89","1"
"90","81","97","95","92","93","84","1"
"86","96","88","98","96","87","98","1"
"87","87","93","94","96","96","86","1"
"79","100","89","100","99","78","82","1"
"86","78","77","87","77","86","97","0"
"99","100","92","100","85","92","86","1"
"80","93","98","81","80","98","95","1"
"86","96","92","84","98","76","98","1"
"85","87","92","92","96","78","95","1"
"76","93","84","99","95","79","98","1"
"77","85","92","91","97","89","94","1"
"86","90","88","86","79","91","81","1"
"84","94","85","77","93","76","97","1"
"97","99","77","84","84","88","95","1"
"76","78","77","100","79","78","83","0"
"89","96","85","86","88","87","92","1"
"89","77","78","93","91","92","82","1"
"97","76","80","93","100","81","76","1"
"92","78","81","93","93","97","91","1"
"95","80","96","76","86","78","81","1"
"85","94","88","97","88","86","99","1"
"94","99","78","95","81","88","91","1"
"92","91","95","82","81","78","96","1"
"80","84","87","96","89","83","88","1"
"80","77","79","85","90","80","79","0"
"83","85","99","91","87","95","87","1"
"100","76","80","95","83","80","78","1"
"78","100","98","92","83","92","77","1"
"86","87","80","78","89","90","95","1"
"99","87","88","92","85","90","97","1"
"97","90","85","93","83","78","91","1"
"89","86","91","79","77","88","100","1"
"94","85","78","100","89","77","99","1"
"81","94","97","88","90","79","94","1"
"85","94","77","91","94","79","92","1"
"91","100","89","83","97","93","95","1"
"96","77","92","87","95","94","92","1"
"89","97","91","80","77","77","80","1"
"78","86","82","96","86","85","97","1"
"100","100","89","79","83","81","96","1"
"92","96","76","95","95","84","78","1"
"86","85","96","92","79","97","93","1"
"76","95","92","78","81","85","94","1"
"98","79","82","96","92","76","87","1"
"88","96","87","82","90","92","94","1"
"83","86","83","92","80","93","89","1"
"88","98","98","86","89","93","83","1"
"97","98","88","83","78","100","89","1"
"87","97","92","83","78","93","99","1"
"76","80","85","85","91","90","96","1"
"92","76","97","85","88","95","88","1"
"98","88","80","89","94","78","79","1"
"95","85","97","92","88","98","86","1"
"85","84","78","99","89","92","94","1"
"97","78","86","81","94","95","83","1"
"98","82","84","92","94","90","100","1"
"92","83","84","88","83","89","78","1"
"78","100","82","85","91","76","95","1"
"80","88","91","90","99","76","99","1"
"89","88","92","91","93","94","84","1"
"84","84","92","95","76","99","92","1"
"83","92","87","78","79","82","100","1"
"98","83","100","100","88","87","97","1"
"80","78","97","95","95","77","89","1"
"77","98","94","78","78","83","96","1"
"89","97","90","76","98","90","86","1"
"93","88","92","79","90","81","93","1"
"90","95","98","92","81","100","81","1"
"88","86","78","86","80","96","76","0"
"90","83","83","88","91","89","85","1"
"95","77","82","93","93","78","76","1"
"86","96","76","83","96","78","81","1"
"86","89","90","90","100","96","87","1"
"98","99","82","87","98","100","87","1"
"80","96","80","98","86","86","97","1"
"92","93","76","92","92","95","76","1"
"77","91","81","91","84","97","81","1"
"88","98","90","77","77","78","91","1"
"88","90","85","81","90","76","100","1"
"99","83","96","91","84","85","79","1"
"85","90","100","87","86","77","84","1"
"95","83","76","85","95","86","82","1"
"88","78","80","96","81","79","76","0"
"82","77","77","83","92","94","91","0"
"100","93","94","84","82","96","86","1"
"82","80","87","77","93","79","97","0"
"86","76","96","81","89","82","91","1"
"81","93","87","92","85","85","92","1"
"77","79","84","86","81","98","92","0"
"79","78","97","83","100","88","100","1"
"93","97","76","89","81","93","93","1"
"91","78","84","76","90","80","85","0"
"81","84","88","88","82","98","86","1"
"87","79","86","95","81","76","88","0"
"90","76","82","89","76","94","92","0"
"96","95","99","76","78","81","84","1"
"94","95","98","91","96","84","86","1"
"92","88","82","95","99","94","83","1"
"89","88","92","77","89","94","91","1"
"81","96","78","86","95","77","80","1"
"87","92","96","84","91","87","99","1"
"84","93","81","98","88","92","87","1"
"95","91","76","87","94","96","100","1"
"82","84","96","91","91","79","85","1"
"87","77","100","90","81","86","82","1"
"97","92","87","89","85","91","89","1"
"100","92","98","100","98","84","89","1"
"90","95","90","77","80","78","80","1"
"86","91","84","88","83","78","87","1"
"95","93","90","76","78","87","95","1"
"79","79","95","76","95","84","95","1"
"90","81","78","99","87","86","99","1"
"97","94","96","83","98","85","79","1"
"96","85","89","97","99","77","84","1"
"91","85","91","100","83","81","77","1"
"91","79","82","88","99","76","81","1"
"81","96","96","96","89","90","83","1"
"95","100","78","96","86","91","88","1"
"89","100","93","97","87","99","95","1"
"88","85","95","98","81","89","76","1"
"89","87","96","100","94","99","82","1"
"87","89","93","76","100","77","97","1"
"83","96","77","86","90","89","87","1"
"80","90","95","98","91","89","90","1"
"80","98","88","89","89","78","97","1"
"95","84","95","95","80","83","100","1"
"90","95","99","94","86","96","83","1"
"80","98","82","89","77","77","76","0"
"76","76","97","100","78","93","79","1"
"96","81","96","88","91","81","88","1"
"88","99","83","100","89","83","84","1"
"76","96","92","92","92","92","77","1"
"90","89","91","98","93","95","94","1"
"84","84","87","83","92","96","83","1"
"98","79","99","100","76","94","87","1"
"83","76","96","97","89","92","98","1"
"91","79","80","96","79","90","78","0"
"82","99","96","77","80","93","88","1"
"100","98","98","94","84","84","78","1"
"87","100","88","96","76","88","98","1"
"77","93","82","79","91","97","85","1"
"95","93","88","82","95","100","78","1"
"82","76","78","99","99","100","76","1"
"85","91","93","83","100","91","93","1"
"80","99","99","90","83","98","86","1"
"81","94","78","86","82","79","92","0"
"85","98","77","97","82","77","79","1"
"86","93","97","91","85","92","94","1"
"79","80","83","92","95","93","84","1"
"91","96","100","86","87","100","92","1"
"88","85","86","95","98","82","99","1"
"90","91","80","85","79","87","93","1"
"84","77","99","80","88","91","92","1"
"98","78","99","76","77","82","90","1"
"89","79","77","85","90","98","91","1"
"85","100","98","80","99","84","81","1"
"94","84","77","81","85","80","88","0"
"76","82","91","98","86","76","96","1"
"94","82","99","92","94","94","84","1"
"82","78","83","77","90","76","80","0"
"87","79","85","77","86","91","87","0"
"97","98","99","98","90","87","96","1"
"98","83","78","76","90","83","95","1"
"96","81","91","87","77","79","86","1"
"86","84","86","88","96","82","77","1"
"96","97","88","77","80","95","83","1"
"93","87","90","78","80","91","88","1"
"90","85","84","85","96","100","78","1"
"88","95","76","86","88","92","94","1"
"83","88","100","90","97","91","98","1"
"94","99","91","100","95","83","85","1"
"82","77","100","78","94","92","82","1"
"82","94","87","85","92","78","95","1"
"76","84","95","80","93","79","83","0"
"81","90","82","100","99","98","78","1"
"77","90","87","90","87","79","88","1"
"76","85","98","84","88","96","100","1"
"87","84","77","87","80","98","90","1"
"89","83","98","95","78","78","86","1"
"95","82","88","76","99","99","94","1"
"94","79","95","82","79","89","77","1"
"89","77","92","95","91","91","87","1"
"96","89","77","86","100","92","85","1"
"97","78","95","84","91","94","84","1"
"96","92","78","99","91","91","88","1"
"79","100","95","95","98","98","85","1"
"83","95","77","89","76","96","90","1"
"76","90","80","86","98","83","86","1"
"92","82","77","87","77","85","88","0"
"77","92","78","94","87","78","77","0"
"77","94","94","91","95","87","92","1"
"88","87","100","100","86","80","99","1"
"88","86","90","82","97","93","99","1"
"97","94","83","84","92","89","90","1"
"93","95","77","78","99","88","77","1"
"77","95","100","91","97","99","94","1"
"78","85","94","99","83","82","80","1"
"79","77","94","79","97","98","99","1"
"96","88","90","100","98","95","84","1"
"78","81","88","81","81","88","76","0"
"88","79","81","98","78","90","77","0"
"99","81","97","77","93","98","90","1"
"93","82","83","97","87","88","100","1"
"85","77","78","78","82","84","95","0"
"92","76","97","88","92","88","90","1"
"87","77","86","95","76","86","84","0"
"98","98","82","82","96","97","85","1"
"87","99","81","76","99","78","78","1"
"99","87","82","85","98","98","100","1"
"100","81","82","92","88","81","94","1"
"81","89","93","77","81","97","90","1"
"95","94","84","91","90","83","89","1"
"81","85","94","97","87","77","86","1"
"84","82","97","93","87","94","94","1"
"92","100","94","90","92","86","100","1"
"99","100","99","85","88","84","90","1"
"78","77","85","92","87","82","97","0"
"97","85","97","86","98","81","88","1"
"98","83","83","81","97","80","88","1"
"96","99","99","94","88","79","81","1"
"77","97","77","76","82","98","81","0"
"80","80","87","81","84","95","92","0"
"81","89","93","89","99","97","97","1"
"79","96","79","78","84","96","76","0"
"91","92","92","93","93","100","84","1"
"97","96","91","86","100","96","79","1"
"82","93","79","96","82","91","89","1"
"90","89","99","98","76","95","81","1"
"94","96","99","97","83","91","89","1"
"86","80","90","92","93","90","94","1"
"91","97","92","92","80","83","78","1"
"93","92","91","85","87","85","85","1"
"77","80","91","90","83","98","90","1"
"76","95","100","82","82","91","98","1"
"86","100","96","88","81","84","76","1"
"86","88","83","95","88","79","80","1"
"76","93","90","76","79","97","81","0"
"93","94","82","97","87","76","77","1"
"86","76","79","92","87","83","89","0"
"80","100","81","80","90","97","83","1"
"90","79","85","85","80","99","99","1"
"84","93","84","96","99","87","93","1"
"87","98","92","98","77","100","93","1"
"95","81","96","97","87","99","82","1"
"82","80","83","88","96","98","80","1"
"97","84","80","86","87","93","84","1"
"90","96","100","96","94","82","90","1"
"98","90","86","96","79","98","79","1"
"91","95","77","91","77","81","93","1"
"87","86","99","91","84","83","93","1"
"83","99","84","91","94","99","86","1"
"83","97","94","90","100","89","95","1"
"92","89","83","99","84","77","93","1"
"97","78","92","93","96","87","83","1"
"82","91","92","97","84","85","96","1"
"80","83","86","83","79","95","80","0"
"90","93","84","92","81","92","82","1"
"90","81","84","87","94","79","93","1"
"95","83","95","78","96","99","76","1"
"95","82","100","79","99","99","86","1"
"76","86","98","78","98","98","82","1"
"76","90","77","79","95","100","92","1"
"79","77","85","85","87","91","77","0"
"86","95","91","87","79","88","90","1"
"98","84","99","94","77","89","90","1"
"76","84","81","79","90","88","83","0"
"91","82","89","78","76","88","96","1"
"97","89","96","81","99","82","77","1"
"89","80","95","93","99","99","90","1"
"82","100","90","87","82","88","76","1"
"88","100","92","82","83","98","95","1"
"95","84","95","78","79","87","86","1"
"92","96","80","94","82","96","78","1"
"99","91","92","90","100","82","86","1"
"80","97","76","81","94","76","93","1"
"83","88","92","99","98","92","80","1"
"84","88","96","96","88","87","91","1"
"84","83","95","92","95","80","85","1"
"84","93","96","100","88","97","87","1"
"91","90","94","94","95","82","81","1"
"88","89","81","79","90","84","90","1"
"77","100","97","97","85","89","84","1"
"89","94","82","90","83","90","80","1"
"79","78","91","91","87","89","86","1"
"93","78","93","80","76","96","76","0"
"90","78","82","89","95","96","87","1"
"89","93","85","92","78","90","97","1"
"97","100","99","98","78","96","81","1"
"84","89","96","76","94","80","89","1"
"95","91","86","92","91","82","90","1"
"96","94","77","79","100","86","87","1"
"84","84","84","92","95","82","81","1"
"78","84","93","89","87","82","92","1"
"85","95","87","94","88","97","91","1"
"97","81","90","87","87","86","97","1"
"86","80","98","97","98","90","98","1"
"97","85","87","88","95","79","88","1"
"89","96","89","94","91","92","90","1"
"78","82","91","92","97","84","91","1"
"80","82","84","90","86","83","99","1"
"92","81","76","89","90","76","81","0"
"89","80","82","80","79","84","87","0"
"81","94","85","85","82","79","91","1"
"89","98","85","78","77","88","90","1"
"91","80","76","83","89","97","87","1"
"96","99","87","91","78","86","90","1"
"84","78","78","99","93","88","99","1"
"88","96","89","96","88","80","81","1"
"84","83","90","81","83","82","90","0"
"88","86","89","98","92","90","83","1"
"100","82","89","99","76","88","88","1"
"95","84","89","78","85","86","80","1"
"95","80","93","93","98","90","91","1"
"85","93","90","93","82","99","84","1"
"76","80","92","86","95","92","82","1"
"81","79","82","78","79","94","78","0"
"97","94","85","90","93","83","83","1"
"77","95","76","84","80","93","83","0"
"82","86","90","82","88","85","94","1"
"90","83","93","89","95","90","78","1"
"100","91","95","88","83","78","85","1"
"92","93","92","78","90","99","77","1"
"93","96","89","88","96","77","94","1"
"89","88","89","91","98","77","97","1"
"96","83","100","86","99","88","89","1"
"77","96","82","87","93","85","100","1"
"83","89","83","83","77","87","97","0"
"78","100","81","88","91","85","80","1"
